From	To
P35556	ENSG00000138829
Q96SL4	ENSG00000116157
P48506	ENSG00000001084
Q9NWA0	ENSG00000141026
Q9NPH3-5	ENSG00000196083
Q8WXI3	ENSG00000146926
O43776	ENSG00000134440
Q53EL6	ENSG00000150593
O75436	ENSG00000122958
Q92911	ENSG00000105641
P01903	ENSG00000227993
Q8IWX8	ENSG00000085872
H7C256	ENSG00000163798
P06241	ENSG00000010810
J3KP75	ENSG00000112419
P36894	ENSG00000107779
P42694	ENSG00000198265
Q9GZS1	ENSG00000137054
P05981	ENSG00000105707
Q8TD20	ENSG00000146411
A2A3K4	ENSG00000158079
Q2M3T9	ENSG00000106302
Q5FYA8	ENSG00000205667
Q14728	ENSG00000109736
A6NK59	ENSG00000239388
O60493-3	ENSG00000112335
Q9NRA8	ENSG00000184708
Q8IZP9-10	ENSG00000173698
O60890	ENSG00000079482
Q9H4A3	ENSG00000060237
K7EMY7	ENSG00000167220
Q9UIL4	ENSG00000125337
Q96C24	ENSG00000102362
Q8NHL6	ENSG00000277807
Q16568	ENSG00000164326
Q6EKJ0	ENSG00000174428
C9JW67	ENSG00000196141
O75030	ENSG00000187098
Q9BV57	ENSG00000182551
C9J884	ENSG00000128596
Q76I76	ENSG00000141298
A1L188	ENSG00000224877
P01877	ENSG00000211890
Q9BW66	ENSG00000100865
Q8IY81	ENSG00000108592
P18054	ENSG00000108839
F8WDF6	ENSG00000163219
V9GZ42	ENSG00000033122
Q9H8W5-2	ENSG00000134253
Q6WRX3	ENSG00000203995
Q9Y6X8	ENSG00000178764
C9JEM1	ENSG00000099917
Q9NW97	ENSG00000171729
Q9UJU6	ENSG00000136279
P10314	ENSG00000206503
O95396	ENSG00000124217
Q8N967	ENSG00000166159
Q15185	ENSG00000110958
Q8WXF7	ENSG00000198513
Q14654	ENSG00000187486
Q9UQ03	ENSG00000103647
P39060	ENSG00000182871
Q14714	ENSG00000123096
Q9H0V9	ENSG00000114988
Q6NUM9	ENSG00000042445
Q9P0S9	ENSG00000111843
O15247	ENSG00000155962
Q9Y6M7	ENSG00000033867
Q9NQ87	ENSG00000163909
B4DXX4	ENSG00000178460
F5H422	ENSG00000131018
O95294	ENSG00000111344
Q15388	ENSG00000173726
P09327	ENSG00000127831
Q15257	ENSG00000119383
Q9NZM3	ENSG00000198399
Q6UB98	ENSG00000101745
J3QLD7	ENSG00000105655
Q9HA82	ENSG00000090661
O95865	ENSG00000213722
Q9UG01	ENSG00000138002
Q15942	ENSG00000159840
Q9H6V9	ENSG00000118961
O95169	ENSG00000166136
G3V460	ENSG00000165948
O43692	ENSG00000137558
Q9NW68	ENSG00000160058
G3V3L1	ENSG00000165795
E9PMG8	ENSG00000172977
Q495C1	ENSG00000178222
Q14563	ENSG00000075213
O60704	ENSG00000128294
Q9H400	ENSG00000203896
H7BYE3	ENSG00000178031
H7C2W0	ENSG00000160200
O14764	ENSG00000187730
P01111	ENSG00000213281
P49716	ENSG00000221869
Q9BQ69	ENSG00000133315
Q08380	ENSG00000108679
P56377	ENSG00000182287
C9J1W4	ENSG00000048052
Q71RS6	ENSG00000188467
Q9H3W5	ENSG00000173114
V9GYF4	ENSG00000100284
Q9H063	ENSG00000179632
O94885	ENSG00000111961
P51665	ENSG00000103035
P06213	ENSG00000171105
P40937	ENSG00000111445
P61927	ENSG00000145592
Q8N4T8	ENSG00000145439
A6PVS8	ENSG00000162620
Q9HC21	ENSG00000125454
Q8N3U4	ENSG00000101972
Q16849	ENSG00000054356
Q70UQ0-4	ENSG00000166130
Q8NHY3	ENSG00000270765
Q96KQ4	ENSG00000088808
P78380	ENSG00000173391
Q99972	ENSG00000034971
Q8NDW4	ENSG00000198105
P25101	ENSG00000151617
Q9Y5R8	ENSG00000170043
Q9BS91	ENSG00000138459
Q76M96	ENSG00000091986
A0A087X1N6	ENSG00000196072
Q8NAX2	ENSG00000175707
F8VUB1	ENSG00000185664
Q8N4X5-2	ENSG00000169129
Q969R2-6	ENSG00000184792
P78362	ENSG00000135250
O75953-4	ENSG00000137094
Q96B65	ENSG00000155313
P52429	ENSG00000153933
Q7Z7N9	ENSG00000185475
A0A075B6I4	ENSG00000211642
O15014	ENSG00000180357
Q96GL9	ENSG00000143340
O60229-2	ENSG00000160145
Q8N9B4	ENSG00000137494
O43614	ENSG00000137252
Q99489	ENSG00000203797
Q496Y0	ENSG00000175556
P0C7X2-5	ENSG00000229809
E9PSH0	ENSG00000149187
Q70EL2	ENSG00000123552
P18615	ENSG00000204356
Q9NV79	ENSG00000203880
H0YBE7	ENSG00000079841
Q9P1Z2	ENSG00000012822
Q13733	ENSG00000132681
Q6N043	ENSG00000137871
O00182	ENSG00000168961
E9PJP3	ENSG00000070081
Q8N1N0	ENSG00000152672
Q30201-6	ENSG00000010704
Q8N423	ENSG00000131042
P78423	ENSG00000006210
O60936	ENSG00000140939
I3L0K7	ENSG00000126602
Q96AA3	ENSG00000163933
C9J3I9	ENSG00000234511
Q8N5G0	ENSG00000250317
Q9NQ35	ENSG00000175352
Q96MY1	ENSG00000197183
P62341	ENSG00000198843
A0A075B7A0	ENSG00000063177
P23142-4	ENSG00000077942
P52272	ENSG00000099783
P49798	ENSG00000117152
P22105-3	ENSG00000168477
P50876	ENSG00000151692
O60725	ENSG00000116237
Q96JP9	ENSG00000148600
H7C417	ENSG00000249590
P61970	ENSG00000102898
Q9BPY3	ENSG00000197798
P07311	ENSG00000119640
P0CG05	ENSG00000211677
Q969L2	ENSG00000147676
Q9NSI6	ENSG00000185658
Q8N573-7	ENSG00000164830
Q9HAT2	ENSG00000110013
Q5BJD5	ENSG00000166471
Q9UKV3	ENSG00000100813
Q6PJE2	ENSG00000146707
P20132	ENSG00000135094
Q8NBP7	ENSG00000169174
H0Y8Z3	ENSG00000187243
Q93015-2	ENSG00000243477
P0C7M8	ENSG00000236279
Q15361	ENSG00000125482
Q13308	ENSG00000112655
A0A087WZL0	ENSG00000019144
Q96SB3	ENSG00000108819
P41222	ENSG00000107317
P41240	ENSG00000103653
Q5T036	ENSG00000188938
Q5VTQ0	ENSG00000155158
Q96BX8	ENSG00000172081
Q08050	ENSG00000111206
O43808	ENSG00000100372
Q86WA9	ENSG00000181045
Q9H892-2	ENSG00000149292
O14787	ENSG00000105576
C9JES6	ENSG00000134072
Q9UHY1	ENSG00000115216
P51784	ENSG00000102226
Q50LG9	ENSG00000254402
Q70IA8	ENSG00000142961
Q96A99-2	ENSG00000251692
H0YF28	ENSG00000134744
Q86XP3	ENSG00000198231
Q16825	ENSG00000070778
Q9UGU5	ENSG00000100281
Q9UHN6	ENSG00000135048
Q96P53	ENSG00000139668
Q1ED39	ENSG00000103550
Q5JYR3	ENSG00000118705
Q9Y2E4	ENSG00000151240
Q92782	ENSG00000011332
H0YGZ3	ENSG00000041982
Q5TEU4	ENSG00000101247
Q86VH5	ENSG00000198739
Q9Y2L9	ENSG00000136141
A8MXD5	ENSG00000215203
Q9NWK9	ENSG00000117174
M0QY96	ENSG00000099783
Q00610	ENSG00000141367
J3QLM1	ENSG00000131748
Q8IZ40	ENSG00000167771
P08047	ENSG00000185591
H3BPA0	ENSG00000168589
P51608	ENSG00000169057
Q7Z2W4	ENSG00000105939
Q9ULX3	ENSG00000141101
Q5ZPR3	ENSG00000103855
Q96K30-3	ENSG00000139405
E9PD43	ENSG00000204356
O94822	ENSG00000198862
P04217	ENSG00000121410
Q15018	ENSG00000165660
E9PIE4	ENSG00000109919
Q9BZR6	ENSG00000040608
O75414	ENSG00000172113
Q6T4R5	ENSG00000188158
Q5J8M3	ENSG00000128463
Q9BV44	ENSG00000134077
Q9HAT8	ENSG00000139946
F5H452	ENSG00000198176
Q9Y6L6	ENSG00000134538
Q14938-3	ENSG00000008441
Q9BY32	ENSG00000125877
Q9NVW2	ENSG00000131263
Q9H6P5	ENSG00000089123
P51843	ENSG00000169297
Q86X76	ENSG00000158793
P84077	ENSG00000143761
P62979	ENSG00000143947
O14579	ENSG00000105669
Q9Y5Y2	ENSG00000095906
Q9Y5F1	ENSG00000120328
D6RHC4	ENSG00000131503
Q99715	ENSG00000111799
Q7Z6I8	ENSG00000181904
Q9NRG4	ENSG00000143499
Q86WA8	ENSG00000102910
P51811	ENSG00000047597
P84157-2	ENSG00000182534
Q08289	ENSG00000165995
Q4VXZ8	ENSG00000242612
H0YJ26	ENSG00000135424
Q8TCD5	ENSG00000125458
P15121	ENSG00000085662
Q6ZUT6	ENSG00000188549
Q9H0C3	ENSG00000139173
Q53EV4	ENSG00000010626
F5GZR3	ENSG00000048540
Q75T13	ENSG00000197121
Q8WWR8	ENSG00000204099
S4R3T7	ENSG00000147144
M0R142	ENSG00000067369
Q32P28	ENSG00000117385
O15354	ENSG00000170775
Q9UQB8	ENSG00000175866
Q14207	ENSG00000149308
Q14623	ENSG00000163501
J3QL24	ENSG00000183010
P01705	ENSG00000211660
Q9BX82-2	ENSG00000196263
Q12846-2	ENSG00000103496
Q9UBU6	ENSG00000137414
Q8TEA8	ENSG00000125821
A0A087X0M8	ENSG00000134121
Q68CL5	ENSG00000134779
Q96H20	ENSG00000159210
O14917	ENSG00000118946
Q15459	ENSG00000099995
Q8N490-3	ENSG00000127838
O60888	ENSG00000112514
I3L509	ENSG00000132530
Q8WYK1	ENSG00000155052
P69892	ENSG00000196565
Q5I0G3	ENSG00000138400
Q13617	ENSG00000108094
P28330	ENSG00000115361
Q8TDW4-5	ENSG00000007341
Q9H5Z1-2	ENSG00000101452
Q5K4L6	ENSG00000263163
Q8WWZ7	ENSG00000154265
Q8N983	ENSG00000055950
Q13387	ENSG00000008735
P49748	ENSG00000072778
O43556	ENSG00000127990
Q8NC51	ENSG00000142864
O15327	ENSG00000109452
H3BR99	ENSG00000092531
A6NFY7	ENSG00000205138
Q96DE0	ENSG00000198585
H0YEF9	ENSG00000131626
H3BM40	ENSG00000103034
O94889	ENSG00000114648
Q01658	ENSG00000117505
P18754-2	ENSG00000180198
Q9UPA5	ENSG00000164061
O76003	ENSG00000108010
I3L442	ENSG00000262246
P41208	ENSG00000147400
Q92783	ENSG00000136738
Q8NBF2	ENSG00000196865
A4FU69	ENSG00000176927
H0Y6A7	ENSG00000124194
A5PLN9-4	ENSG00000113597
Q96S65	ENSG00000144655
Q9HBH1	ENSG00000258429
H7C2T5	ENSG00000186866
C9JLW8	ENSG00000225663
Q7Z3Z3	ENSG00000184571
O43823	ENSG00000105127
Q9NPP4	ENSG00000091106
A6NKD9	ENSG00000205476
K7EL21	ENSG00000105519
Q96JC4	ENSG00000185177
Q3ZCX4	ENSG00000198453
H7C4C3	ENSG00000161203
Q5T6C5	ENSG00000162650
Q96FW1	ENSG00000167770
Q9GZQ3	ENSG00000170619
Q15477	ENSG00000204351
P62273	ENSG00000213741
O00534	ENSG00000110002
P46782	ENSG00000083845
Q9NV72	ENSG00000167562
Q96F32	ENSG00000069966
Q9BUJ0	ENSG00000248487
J3KRE2	ENSG00000141522
Q5SVS4	ENSG00000174032
H7C096	ENSG00000140299
Q8WXW3	ENSG00000083535
P67936	ENSG00000167460
Q13496	ENSG00000171100
Q8TBF5	ENSG00000163964
O75190	ENSG00000105993
Q9NV70-2	ENSG00000090989
Q9HCH5-14	ENSG00000137501
O43704	ENSG00000173597
Q3ZCV0	ENSG00000131018
Q9HAF1	ENSG00000163875
Q13324	ENSG00000106113
P02763	ENSG00000229314
Q32M78	ENSG00000196110
Q9UBY8	ENSG00000182372
Q5SW79	ENSG00000143702
Q9BZM4	ENSG00000131019
Q13428	ENSG00000070814
O94805	ENSG00000077080
Q5TAT6	ENSG00000197467
Q96PX8	ENSG00000178235
P54132	ENSG00000197299
P23471	ENSG00000106278
Q2M3W8	ENSG00000197841
Q5VX52	ENSG00000122432
Q5T4S7	ENSG00000127481
Q86YR7-3	ENSG00000053524
P17516	ENSG00000198610
P02679	ENSG00000171557
A1L3X0	ENSG00000164181
Q9NXF7	ENSG00000163257
Q8N9I9	ENSG00000178498
P07205	ENSG00000170950
H0YHC3	ENSG00000187109
G3V3S5	ENSG00000066427
Q9BPU9	ENSG00000123810
P28838	ENSG00000002549
Q9BTL3	ENSG00000169612
Q96A26	ENSG00000114023
Q7Z4K8	ENSG00000163462
O00273-2	ENSG00000160049
O94875-2	ENSG00000154556
Q08J23	ENSG00000037474
Q68CR1	ENSG00000091490
Q9UN42	ENSG00000101892
Q15761	ENSG00000164129
P42262-2	ENSG00000120251
Q16853	ENSG00000131471
Q92558	ENSG00000112290
Q5JUK3-2	ENSG00000107147
A8MXQ7	ENSG00000203499
Q6P1R4	ENSG00000169718
O95096	ENSG00000125820
M0R2C2	ENSG00000032444
P15328	ENSG00000110195
C9JQE1	ENSG00000184903
P23083	ENSG00000211934
Q03135	ENSG00000105974
P61024	ENSG00000173207
Q8IWK6	ENSG00000152990
Q9UKJ5	ENSG00000109220
P0CAP2	ENSG00000255529
Q5GLZ8	ENSG00000148634
E9PFD9	ENSG00000187764
Q5D0E6	ENSG00000178149
Q15154	ENSG00000078674
P35080	ENSG00000070087
Q13487	ENSG00000104976
A0A087WXJ0	ENSG00000120913
Q5T089	ENSG00000116151
Q8IZT8	ENSG00000249853
Q9NQT8	ENSG00000197892
Q8NGS4	ENSG00000186881
Q9NY35	ENSG00000080822
P06239	ENSG00000182866
Q96PX9	ENSG00000153404
Q58F21	ENSG00000137948
Q5T749	ENSG00000203786
Q86XP1	ENSG00000102780
P08962	ENSG00000135404
Q9NS39	ENSG00000185736
Q9P2E7	ENSG00000138650
P52948-2	ENSG00000110713
O60268-3	ENSG00000135709
O60229-4	ENSG00000160145
Q5T1M5	ENSG00000119321
Q9H9S4	ENSG00000102547
Q9BXJ3	ENSG00000172247
Q8N3T6	ENSG00000181234
Q14896	ENSG00000134571
P50851-2	ENSG00000198589
R4GN83	ENSG00000172270
Q96HB5	ENSG00000147144
Q96EK2	ENSG00000056487
Q01081	ENSG00000160201
Q14679	ENSG00000135912
B7Z332	ENSG00000129625
H0YDG5	ENSG00000058668
Q13753	ENSG00000058085
O43414	ENSG00000117419
A0A075B6R0	ENSG00000233306
D6RGD1	ENSG00000145555
Q92995	ENSG00000058056
C9J6N9	ENSG00000070010
Q8NBJ4	ENSG00000135052
P16520	ENSG00000111664
Q16773	ENSG00000171097
Q9Y676	ENSG00000204568
Q9H306	ENSG00000137675
Q96E52	ENSG00000162600
Q9BX66-10	ENSG00000095637
Q6UX72	ENSG00000237172
Q99250	ENSG00000136531
Q96G46	ENSG00000141994
P39210	ENSG00000115204
Q6ZSS7	ENSG00000151690
Q96S44	ENSG00000172315
Q9UK17	ENSG00000171385
Q9UHG2	ENSG00000102109
Q9H5I1	ENSG00000152455
Q9NQX3	ENSG00000171723
P49427	ENSG00000099804
O60894	ENSG00000132329
Q53GS9	ENSG00000168883
A8MUH2	ENSG00000154723
Q96GA7	ENSG00000139410
O15230	ENSG00000130702
Q8N7Z5	ENSG00000145700
Q9Y4E8-2	ENSG00000135655
Q5VU57	ENSG00000186094
Q9NUJ1	ENSG00000144827
Q9H501	ENSG00000089048
Q5SZJ8	ENSG00000151917
P42684-4	ENSG00000143322
A6NM71	ENSG00000288053
Q96LR9	ENSG00000178878
Q92542	ENSG00000162736
O60333-3	ENSG00000054523
O15530	ENSG00000140992
Q92968	ENSG00000162928
Q9NZC7-6	ENSG00000186153
Q13416	ENSG00000115942
K7ES98	ENSG00000180448
Q96JM3	ENSG00000198824
Q9ULG6-3	ENSG00000260916
K7EPJ9	ENSG00000128422
P60484	ENSG00000171862
Q6E0U4-16	ENSG00000161249
Q8IUQ4	ENSG00000196470
P78312-2	ENSG00000125386
Q9NQS3	ENSG00000177707
Q9Y6M9	ENSG00000147684
Q9BTY7	ENSG00000235173
Q9C0H6	ENSG00000102271
A0A087WSY9	ENSG00000198431
Q96ER9	ENSG00000164051
Q99698	ENSG00000143669
P05090	ENSG00000189058
P48058	ENSG00000152578
Q16650	ENSG00000136535
Q6DN12	ENSG00000140563
P55289	ENSG00000154162
Q5T3F8	ENSG00000137216
P38935	ENSG00000132740
P0C881	ENSG00000155026
Q9UI26	ENSG00000086200
Q9NY47-3	ENSG00000007402
M0R330	ENSG00000127527
Q9UGK3	ENSG00000178078
P43629	ENSG00000167633
Q9P215	ENSG00000143157
P61923	ENSG00000111481
Q8NDB6	ENSG00000179304
P61599	ENSG00000173418
O75578	ENSG00000143127
Q8N531	ENSG00000182325
A8MV23	ENSG00000253309
Q9UPU3	ENSG00000156395
A1A5C7	ENSG00000137266
P02749	ENSG00000091583
O14727	ENSG00000120868
P47870-1	ENSG00000145864
Q86WN2	ENSG00000184995
Q6UW63	ENSG00000134901
J3KRA9	ENSG00000157106
P26583	ENSG00000164104
K7EPI4	ENSG00000131095
Q9UL40	ENSG00000113761
Q13190	ENSG00000162236
Q3YBM2	ENSG00000106565
Q96DB2	ENSG00000163517
H7BYH4	ENSG00000142168
Q8IZ52	ENSG00000123989
A6XGL0	ENSG00000250067
I3L144	ENSG00000157106
Q9NVF7	ENSG00000143756
Q8WXH2	ENSG00000154118
G3V2S9	ENSG00000119705
Q00975	ENSG00000148408
O75762	ENSG00000104321
Q96DD7	ENSG00000198892
Q8NBL1	ENSG00000163389
F8VP02	ENSG00000151413
C9JT67	ENSG00000170160
C9K0F7	ENSG00000205758
O00257	ENSG00000141582
Q9NWS0	ENSG00000104872
O43610	ENSG00000168939
F8WDA9	ENSG00000198814
Q13790	ENSG00000175336
Q9Y3C8	ENSG00000143222
Q96NM4	ENSG00000124191
Q9BQT9	ENSG00000139182
Q9H6J7	ENSG00000149179
O60258	ENSG00000158815
Q9HAH1	ENSG00000172000
Q96CJ1	ENSG00000145088
Q96LI9	ENSG00000165182
P56962	ENSG00000136874
O43439	ENSG00000078699
E5RH00	ENSG00000145907
Q969F2	ENSG00000145506
F8WB05	ENSG00000204842
Q9UL18	ENSG00000092847
Q4VXU2	ENSG00000101104
O95822	ENSG00000103150
F5H5L8	ENSG00000165457
Q9UPP2	ENSG00000120645
P61604	ENSG00000115541
O15371	ENSG00000100353
Q8IZC6	ENSG00000196739
Q9GZT6	ENSG00000137500
Q8N9L1	ENSG00000174963
E9PN71	ENSG00000104529
Q9P0N9	ENSG00000145979
D6RBR1	ENSG00000153113
Q13077	ENSG00000056558
Q8TCG1	ENSG00000163507
Q9HAC8	ENSG00000165886
S4R448	ENSG00000132334
P19367-4	ENSG00000156515
H7C0K6	ENSG00000130294
O15519-8	ENSG00000003402
Q9ULU8	ENSG00000163618
P83369	ENSG00000155858
A0A087WZ07	ENSG00000134779
O75155	ENSG00000144712
J3QL31	ENSG00000166579
Q9NPJ3-2	ENSG00000112304
O75077	ENSG00000114948
P04264	ENSG00000167768
P08134	ENSG00000155366
O15270	ENSG00000100596
E9PQX8	ENSG00000168958
O43741	ENSG00000131791
Q14117	ENSG00000147647
Q4LDG9	ENSG00000119661
O60716-10	ENSG00000198561
Q9NQ31	ENSG00000166452
Q16630	ENSG00000111605
P0CW23	ENSG00000231824
Q96KS0	ENSG00000269858
Q9UHC7	ENSG00000133606
Q15633	ENSG00000139546
P52758	ENSG00000132541
Q96B97	ENSG00000147010
O43674	ENSG00000136521
H0YBH9	ENSG00000104368
Q5VUA4	ENSG00000171467
Q8TE49-2	ENSG00000169918
Q9Y6K1	ENSG00000119772
Q9Y2J2-4	ENSG00000082397
Q8NFU7	ENSG00000138336
Q32NB8	ENSG00000087157
J3KTN0	ENSG00000161960
Q14687	ENSG00000131149
Q00403	ENSG00000137947
Q9Y3P9	ENSG00000011454
O95415	ENSG00000164713
Q9BRK0-2	ENSG00000132563
P06396-2	ENSG00000148180
Q92890	ENSG00000070010
P10909	ENSG00000120885
Q96PC2	ENSG00000161896
Q13635	ENSG00000185920
P20226	ENSG00000112592
P17858	ENSG00000141959
Q92508	ENSG00000103335
P48380-2	ENSG00000080298
Q86Y39	ENSG00000174886
H7BXS4	ENSG00000058404
Q86XR2	ENSG00000167483
P46736	ENSG00000185515
Q9UHR6	ENSG00000174276
Q9NSN8	ENSG00000147481
P16035	ENSG00000035862
P23219	ENSG00000095303
O95477	ENSG00000165029
P36896	ENSG00000135503
Q6P996	ENSG00000179889
O95970	ENSG00000108231
Q9NVX7	ENSG00000123444
Q9P244	ENSG00000128011
P12931	ENSG00000197122
Q6PEY2	ENSG00000152086
Q15375	ENSG00000135333
O60500	ENSG00000161270
Q8IUG5	ENSG00000133454
Q9NSK0	ENSG00000137171
P09601	ENSG00000100292
Q8N8A2	ENSG00000065413
P11801	ENSG00000159792
Q9H7V2	ENSG00000101463
Q9UHY7	ENSG00000145293
Q5FWF5-2	ENSG00000141446
Q8WU79	ENSG00000084070
Q9H9A5-6	ENSG00000182973
Q8WXI7	ENSG00000181143
Q71DI3	ENSG00000183598
P82914	ENSG00000116898
H0YEK7	ENSG00000175216
P01011	ENSG00000196136
D6RAI4	ENSG00000157796
P07203	ENSG00000233276
H7C322	ENSG00000156931
C9J7X6	ENSG00000257093
C9J6B0	ENSG00000110514
P51798	ENSG00000103249
H0YDK0	ENSG00000166004
O00562	ENSG00000110697
P00734	ENSG00000180210
Q96M96	ENSG00000139132
P19823	ENSG00000151655
O14818	ENSG00000101182
O60239	ENSG00000131370
Q7L8J4	ENSG00000175137
Q86UK5	ENSG00000173040
P01880	ENSG00000211898
Q9P0W8	ENSG00000042317
Q5TB80	ENSG00000135315
P48739	ENSG00000180957
P02452	ENSG00000108821
Q08257	ENSG00000116791
P32856	ENSG00000111450
Q8TBZ3	ENSG00000140153
Q7Z7H8	ENSG00000159111
O75940	ENSG00000119953
Q96D96	ENSG00000122986
Q13503	ENSG00000152944
Q6ZP01	ENSG00000177483
O75363	ENSG00000064787
Q15056-2	ENSG00000106682
Q9H4A5	ENSG00000143457
O00566	ENSG00000124383
P0C7M6	ENSG00000229972
Q96AB3	ENSG00000063241
Q9C0J8	ENSG00000136709
Q9NQC3	ENSG00000115310
Q8N5T2	ENSG00000109680
Q70E73	ENSG00000173166
P05534	ENSG00000206503
P61764-2	ENSG00000136854
H3BU69	ENSG00000103653
Q9NRD9	ENSG00000137857
P41586-2	ENSG00000078549
Q969S0	ENSG00000205060
P18085	ENSG00000168374
E5RK50	ENSG00000108852
Q9Y232	ENSG00000153046
Q9Y6W3	ENSG00000131375
P50914	ENSG00000188846
Q3MIS6	ENSG00000167555
Q6B0K9	ENSG00000206177
D6RA03	ENSG00000176406
O75493	ENSG00000063180
Q9UPW6	ENSG00000119042
Q99613	ENSG00000184110
E9PPY7	ENSG00000132254
O60507	ENSG00000169902
Q9HCK5	ENSG00000134698
Q15019	ENSG00000168385
Q96DA2	ENSG00000155961
Q9H3T2	ENSG00000143434
F8VYL3	ENSG00000087470
Q6ZNA1	ENSG00000196267
J3QTA6	ENSG00000159685
Q9HDC5	ENSG00000104369
Q8TE23	ENSG00000179002
P23467-3	ENSG00000127329
Q07912	ENSG00000061938
C9JDI6	ENSG00000102606
P01241	ENSG00000259384
Q96L93	ENSG00000089177
H3BUW3	ENSG00000140400
Q9H1K0	ENSG00000131381
Q86YR5	ENSG00000160360
H7C144	ENSG00000130402
B1AJR6	ENSG00000196090
A8MXE2	ENSG00000214654
Q9NRZ7	ENSG00000160216
A8MXY4	ENSG00000213973
E7EPS8	ENSG00000173482
M0R2K1	ENSG00000104941
Q9BSJ2	ENSG00000130640
Q9NS82	ENSG00000130876
Q4L180	ENSG00000168386
H0YF14	ENSG00000029363
B4E1Z4	ENSG00000244255
Q5SWX8	ENSG00000157181
E9PEL9	ENSG00000131018
Q6V0L0	ENSG00000187553
Q9NYZ3	ENSG00000075218
Q8IW45-2	ENSG00000213995
Q9NSI6-2	ENSG00000185658
H0Y8Q6	ENSG00000108846
H3BR08	ENSG00000140650
P16989	ENSG00000060138
P62829	ENSG00000125691
C9JGI3	ENSG00000025708
I3L1U8	ENSG00000159842
H7C3E2	ENSG00000198399
Q9BPX3	ENSG00000109805
P25685	ENSG00000132002
O75581	ENSG00000070018
Q66K66	ENSG00000188760
Q8NBJ7	ENSG00000129103
Q2TB90	ENSG00000156510
V9GYQ3	ENSG00000110711
O00743	ENSG00000119414
P10643	ENSG00000112936
H7BYF8	ENSG00000205929
Q9BWM5	ENSG00000083817
Q71RH2	ENSG00000149926
Q6DKI2	ENSG00000171916
P61163	ENSG00000138107
Q12955-4	ENSG00000151150
Q8IYH5	ENSG00000036549
P52790	ENSG00000160883
Q9UPR6	ENSG00000105278
O14829	ENSG00000086717
Q68D10	ENSG00000179119
B8ZZB8	ENSG00000119865
Q03164	ENSG00000118058
H0YCR7	ENSG00000023191
Q4G176	ENSG00000176715
P14136-3	ENSG00000131095
Q9UMQ6	ENSG00000137225
Q12789	ENSG00000077235
Q9H0T7	ENSG00000124839
Q92973	ENSG00000083312
Q96RY5	ENSG00000007545
Q96IY4	ENSG00000080618
Q6P1A2	ENSG00000111684
Q4V328-4	ENSG00000068400
Q9C0B0	ENSG00000132478
P05408	ENSG00000166922
O43307	ENSG00000131089
H7C443	ENSG00000106105
P46779-3	ENSG00000108107
Q8N443	ENSG00000158423
E7EV59	ENSG00000155097
H0Y3S0	ENSG00000188992
Q96L08	ENSG00000157303
O00602	ENSG00000085265
I3L1A7	ENSG00000059122
Q9H6L2	ENSG00000205084
Q8TF40	ENSG00000217128
Q12800	ENSG00000135457
Q9HCC8	ENSG00000130055
Q8N1A6	ENSG00000151470
Q6ZVK1	ENSG00000258986
O60662	ENSG00000239474
F6WYE2	ENSG00000100106
O95613	ENSG00000160299
H3BVG2	ENSG00000103248
P25090	ENSG00000171049
Q06033	ENSG00000162267
Q8TB72	ENSG00000055917
P22466	ENSG00000069482
P78367	ENSG00000109705
P33992	ENSG00000100297
Q86TM6	ENSG00000162298
Q5TKA1-2	ENSG00000183814
O00116	ENSG00000018510
Q15067	ENSG00000161533
P49146	ENSG00000185149
Q9P2D3	ENSG00000008869
Q9Y5S2	ENSG00000198752
P11177	ENSG00000168291
Q5FWF5	ENSG00000141446
Q9BZQ6-2	ENSG00000116406
E7EV03	ENSG00000078018
O60783	ENSG00000120333
Q8NEP9	ENSG00000186300
H0Y742	ENSG00000164828
P42575	ENSG00000106144
Q99541	ENSG00000147872
Q6IMN6	ENSG00000110888
Q8TF72	ENSG00000138771
Q8IY82	ENSG00000159625
P05387	ENSG00000177600
Q5JS54	ENSG00000180822
K7EMS3	ENSG00000171345
Q04743	ENSG00000170370
Q5HYI8	ENSG00000144840
Q75QN2	ENSG00000164941
O00400	ENSG00000169359
A0A087X0I6	ENSG00000116141
Q14596	ENSG00000188554
Q9P0K7-4	ENSG00000039560
Q9BT88	ENSG00000132718
Q15555-3	ENSG00000166974
Q5VUE5	ENSG00000203724
O14558	ENSG00000004776
Q7Z3C6	ENSG00000198925
Q9BSK2	ENSG00000171612
P07093	ENSG00000135919
Q9UGI0	ENSG00000019995
Q9Y6R1	ENSG00000080493
Q9BSW7	ENSG00000103528
P56181-2	ENSG00000160194
Q9Y303-2	ENSG00000162066
E9PN70	ENSG00000196655
Q5TAH2	ENSG00000162753
H3BTG5	ENSG00000087250
Q9Y4E6	ENSG00000091157
P49321	ENSG00000132780
O75787	ENSG00000182220
Q92564	ENSG00000109184
P36954	ENSG00000105258
Q8IXM2	ENSG00000258315
Q13555-10	ENSG00000148660
P39900	ENSG00000262406
O75888	ENSG00000161955
Q6PII5	ENSG00000103253
Q5T0T0-2	ENSG00000165406
H7C1K0	ENSG00000087087
A6NFU8	ENSG00000183571
O14879	ENSG00000119917
Q7L0Y3	ENSG00000174173
P19075	ENSG00000127324
P60953	ENSG00000070831
Q96KV7	ENSG00000161996
Q14244	ENSG00000135525
Q13563	ENSG00000118762
Q9H2H9	ENSG00000111371
Q15139	ENSG00000184304
P0C874	ENSG00000186788
O94880	ENSG00000106443
P22681	ENSG00000110395
